Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	9/26	3.933573e-15	5.361461e-12	0	0	1.156736e+02	3.836803e+03	HLA-DMA;HLA-DMB;FCER1G;HLA-DRA;HLA-DQA2;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	9/28	8.624374e-15	5.877511e-12	0	0	1.034870e+02	3.351342e+03	HLA-DMA;HLA-DMB;FCER1G;HLA-DRA;HLA-DQA2;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Immunoglobulin Mediated Immune Response (GO:0016064)	9/30	1.771907e-14	7.452774e-12	0	0	9.362166e+01	2.964449e+03	CD74;HLA-DMA;HLA-DMB;FCER1G;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	9/31	2.486574e-14	7.452774e-12	0	0	8.936164e+01	2.799279e+03	HLA-DMA;HLA-DMB;FCER1G;HLA-DRA;HLA-DQA2;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Activation (GO:0051251)	10/47	2.733960e-14	7.452774e-12	0	0	5.964865e+01	1.862854e+03	PYCARD;HLA-DMA;HLA-DMB;TYROBP;CLEC7A;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	MHC Class II Protein Complex Assembly (GO:0002399)	7/14	2.103653e-13	4.096114e-11	0	0	2.139032e+02	6.243820e+03	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	7/14	2.103653e-13	4.096114e-11	0	0	2.139032e+02	6.243820e+03	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	7/18	1.919214e-12	3.269861e-10	0	0	1.360929e+02	3.671664e+03	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	7/19	3.026426e-12	4.583353e-10	0	0	1.247455e+02	3.308705e+03	HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Positive Regulation Of T Cell Activation (GO:0050870)	11/107	5.788073e-12	7.889144e-10	0	0	2.549672e+01	6.597334e+02	CD86;PYCARD;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;AIF1;ACTB;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	8/44	4.486985e-11	5.559783e-09	0	0	4.798068e+01	1.143248e+03	PYCARD;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Microglial Cell Activation (GO:0001774)	6/20	4.914929e-10	5.582540e-08	0	0	9.066565e+01	1.943289e+03	CX3CR1;C1QA;GRN;TYROBP;TREM2;AIF1
GO_Biological_Process_2023	Regulation Of T Cell Activation (GO:0050863)	8/62	7.951759e-10	8.337114e-08	0	0	3.195813e+01	6.696014e+02	PYCARD;HLA-DMA;HLA-DMB;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	6/39	3.832192e-08	3.684699e-06	0	0	3.842747e+01	6.562352e+02	CD86;LYN;TYROBP;LST1;MNDA;HLA-DRB1
GO_Biological_Process_2023	Synapse Pruning (GO:0098883)	4/8	4.055061e-08	3.684699e-06	0	0	2.072500e+02	3.527543e+03	C1QB;CX3CR1;TREM2;C1QC
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis (GO:0050766)	6/60	5.403340e-07	4.602970e-05	0	0	2.345863e+01	3.385333e+02	PYCARD;FCER1G;RAB31;CLEC7A;APLP2;TREM2
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	11/320	5.915684e-07	4.742987e-05	0	0	7.836115e+00	1.123737e+02	CD86;PYCARD;CSF1R;CD74;TYROBP;FCER1G;CLEC7A;CD14;GAPDH;AIF1;HLA-DPA1
GO_Biological_Process_2023	Cell Junction Disassembly (GO:0150146)	3/5	1.204016e-06	8.951155e-05	0	0	3.077010e+02	4.193918e+03	C1QB;CX3CR1;C1QC
GO_Biological_Process_2023	Phagocytosis (GO:0006909)	6/69	1.247776e-06	8.951155e-05	0	0	2.009828e+01	2.732189e+02	MSR1;TYROBP;GSN;TREM2;CD14;AIF1
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	12/434	1.754552e-06	1.191178e-04	0	0	6.294054e+00	8.341697e+01	CSF1R;CD74;GRN;CLEC7A;APLP2;TMSB4X;CTSH;RAC1;TMSB10;AIF1;CXCL16;RHOB
GO_Biological_Process_2023	Regulation Of Chemokine Production (GO:0032642)	5/41	1.835270e-06	1.191178e-04	0	0	2.904094e+01	3.835819e+02	PYCARD;CSF1R;CD74;TREM2;AIF1
GO_Biological_Process_2023	Regulation Of B Cell Proliferation (GO:0030888)	5/44	2.628256e-06	1.628324e-04	0	0	2.680297e+01	3.443964e+02	LYN;CD74;MEF2C;TYROBP;MNDA
GO_Biological_Process_2023	Response To Type II Interferon (GO:0034341)	6/80	2.992371e-06	1.770117e-04	0	0	1.710121e+01	2.175179e+02	IFITM3;CD74;GAPDH;AIF1;CXCL16;HLA-DPA1
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	8/178	3.116861e-06	1.770117e-04	0	0	1.009207e+01	1.279542e+02	PYCARD;SRGN;TYROBP;APLP2;TMSB4X;TREM2;RAC1;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	4/23	4.842629e-06	2.640201e-04	0	0	4.359868e+01	5.335630e+02	LYN;APLP2;TREM2;CD14
GO_Biological_Process_2023	Positive Regulation Of Membrane Invagination (GO:1905155)	3/8	6.669353e-06	3.383360e-04	0	0	1.230619e+02	1.466650e+03	RAB31;APLP2;TREM2
GO_Biological_Process_2023	Positive Regulation Of Chemokine Production (GO:0032722)	5/53	6.702180e-06	3.383360e-04	0	0	2.176754e+01	2.593184e+02	PYCARD;CSF1R;CD74;CLEC7A;AIF1
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	3/9	9.967716e-06	4.852142e-04	0	0	1.025464e+02	1.180941e+03	RAB31;APLP2;TREM2
GO_Biological_Process_2023	Regulation Of Phagocytosis, Engulfment (GO:0060099)	3/10	1.418791e-05	6.414966e-04	0	0	8.789249e+01	9.811545e+02	RAB31;APLP2;TREM2
GO_Biological_Process_2023	Negative Regulation Of B Cell Proliferation (GO:0030889)	3/10	1.418791e-05	6.414966e-04	0	0	8.789249e+01	9.811545e+02	LYN;TYROBP;MNDA
GO_Biological_Process_2023	Phagocytosis, Engulfment (GO:0006911)	4/30	1.459016e-05	6.414966e-04	0	0	3.184936e+01	3.546478e+02	MSR1;GSN;RAC1;AIF1
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	5/65	1.839786e-05	7.836338e-04	0	0	1.740351e+01	1.897553e+02	CD86;PYCARD;HLA-DMB;AIF1;HLA-DPA1
GO_Biological_Process_2023	Macrophage Activation Involved In Immune Response (GO:0002281)	3/11	1.943756e-05	7.979411e-04	0	0	7.690206e+01	8.342569e+02	GRN;TYROBP;TREM2
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response (GO:0050728)	6/111	1.990462e-05	7.979411e-04	0	0	1.203343e+01	1.302566e+02	LYN;GRN;TREM2;APOE;METRNL;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	6/114	2.316363e-05	9.020579e-04	0	0	1.169740e+01	1.248455e+02	PYCARD;CD74;TYROBP;CLEC7A;TREM2;AIF1
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	8/236	2.442602e-05	9.247962e-04	0	0	7.502670e+00	7.967731e+01	CSF1R;CYBB;OLR1;CD14;RAC1;FOS;LYZ;AIF1
GO_Biological_Process_2023	Astrocyte Activation (GO:0048143)	3/12	2.582269e-05	9.512522e-04	0	0	6.835395e+01	7.221087e+02	C1QA;GRN;TREM2
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	5/71	2.832132e-05	1.015841e-03	0	0	1.581659e+01	1.656296e+02	CSF1R;SPI1;TYROBP;TREM2;HLA-DRB1
GO_Biological_Process_2023	Receptor-Mediated Endocytosis (GO:0006898)	6/122	3.399754e-05	1.151165e-03	0	0	1.088628e+01	1.120114e+02	MSR1;RAB31;FCER1G;CD9;APOE;CXCL16
GO_Biological_Process_2023	Positive Regulation Of Immune Effector Process (GO:0002699)	4/37	3.423076e-05	1.151165e-03	0	0	2.508460e+01	2.579295e+02	HLA-DMB;APLP2;HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	5/74	3.462786e-05	1.151165e-03	0	0	1.512662e+01	1.553633e+02	CD86;CD74;MEF2C;HLA-DMB;HLA-DPA1
GO_Biological_Process_2023	Cellular Response To Lipopolysaccharide (GO:0071222)	6/124	3.725787e-05	1.209107e-03	0	0	1.070069e+01	1.091218e+02	CD86;PYCARD;LYN;CX3CR1;MEF2C;CD14
GO_Biological_Process_2023	Positive Regulation Of Interleukin-6 Production (GO:0032755)	5/76	3.940186e-05	1.248947e-03	0	0	1.469904e+01	1.490732e+02	PYCARD;CD74;TYROBP;CLEC7A;AIF1
GO_Biological_Process_2023	Regulation Of Immune Response (GO:0050776)	5/77	4.197217e-05	1.300183e-03	0	0	1.449415e+01	1.460794e+02	LYN;APLP2;HLA-DRA;TREM2;HLA-DRB1
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	8/257	4.477586e-05	1.356211e-03	0	0	6.862581e+00	6.872079e+01	PYCARD;LYN;CSF1R;SPI1;FCER1G;APLP2;TMSB4X;IL13RA1
GO_Biological_Process_2023	Positive Regulation Of Endocytosis (GO:0045807)	5/79	4.750091e-05	1.407473e-03	0	0	1.410100e+01	1.403721e+02	PYCARD;FCER1G;CLEC7A;TREM2;APOE
GO_Biological_Process_2023	Positive Regulation Of Immune Response (GO:0050778)	5/80	5.046817e-05	1.463577e-03	0	0	1.391228e+01	1.376504e+02	PYCARD;CD74;HLA-DMB;HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Interleukin-8 Production (GO:0032677)	5/81	5.357671e-05	1.521355e-03	0	0	1.372853e+01	1.350118e+02	PYCARD;CD74;CLEC7A;TMSB4X;CD14
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	5/82	5.683113e-05	1.580833e-03	0	0	1.354956e+01	1.324527e+02	CD86;PYCARD;TYROBP;CLEC7A;CD14
GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	5/84	6.379648e-05	1.731325e-03	0	0	1.320520e+01	1.275597e+02	PYCARD;CX3CR1;TYROBP;CLEC7A;MNDA
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)	3/16	6.478178e-05	1.731325e-03	0	0	4.731245e+01	4.563043e+02	LYN;TREM2;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Viral Entry Into Host Cell (GO:0046596)	4/44	6.849759e-05	1.795427e-03	0	0	2.068750e+01	1.983665e+02	IFITM3;CD74;GSN;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Apoptotic Signaling Pathway (GO:2001233)	4/45	7.489300e-05	1.904626e-03	0	0	2.018191e+01	1.917171e+02	CX3CR1;PYCARD;CTSH;CTSS
GO_Biological_Process_2023	Regulation Of Type II Interferon Production (GO:0032649)	5/87	7.545839e-05	1.904626e-03	0	0	1.272015e+01	1.207388e+02	PYCARD;CLEC7A;CD14;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)	3/17	7.837830e-05	1.907672e-03	0	0	4.393078e+01	4.153200e+02	LYN;TREM2;HLA-DRB1
GO_Biological_Process_2023	Myeloid Cell Activation Involved In Immune Response (GO:0002275)	3/17	7.837830e-05	1.907672e-03	0	0	4.393078e+01	4.153200e+02	PYCARD;FCER1G;TYROBP
GO_Biological_Process_2023	Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	4/46	8.171227e-05	1.920238e-03	0	0	1.970040e+01	1.854262e+02	PYCARD;CLEC7A;APLP2;TREM2
GO_Biological_Process_2023	Regulation Of Interleukin-10 Production (GO:0032653)	4/46	8.171227e-05	1.920238e-03	0	0	1.970040e+01	1.854262e+02	PYCARD;TYROBP;CLEC7A;HLA-DRB1
GO_Biological_Process_2023	Cellular Response To Lectin (GO:1990858)	3/19	1.108806e-04	2.518838e-03	0	0	3.843557e+01	3.500349e+02	LYN;TYROBP;CLEC7A
GO_Biological_Process_2023	Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	3/19	1.108806e-04	2.518838e-03	0	0	3.843557e+01	3.500349e+02	LYN;TYROBP;CLEC7A
GO_Biological_Process_2023	Cholesterol Transport (GO:0030301)	4/51	1.227619e-04	2.698783e-03	0	0	1.760018e+01	1.584942e+02	MSR1;NPC2;APOC1;APOE
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	4/51	1.227619e-04	2.698783e-03	0	0	1.760018e+01	1.584942e+02	SPI1;TYROBP;HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	5/97	1.265251e-04	2.725475e-03	0	0	1.133181e+01	1.017038e+02	GRN;APLP2;TMSB4X;TREM2;APOE
GO_Biological_Process_2023	Negative Regulation Of B Cell Activation (GO:0050869)	3/20	1.299750e-04	2.725475e-03	0	0	3.617283e+01	3.236806e+02	LYN;TYROBP;MNDA
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016)	3/20	1.299750e-04	2.725475e-03	0	0	3.617283e+01	3.236806e+02	PYCARD;APLP2;TREM2
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	7/228	1.487077e-04	3.071039e-03	0	0	6.702331e+00	5.907118e+01	CD86;PYCARD;LYN;CX3CR1;MEF2C;TREM2;CD14
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	10/483	1.526640e-04	3.078457e-03	0	0	4.563542e+00	4.010109e+01	CD86;LYN;CSF1R;CD74;MEF2C;GRN;CLEC7A;CTSH;AIF1;ACTB
GO_Biological_Process_2023	Regulation Of Lipid Metabolic Process (GO:0019216)	4/54	1.535841e-04	3.078457e-03	0	0	1.654167e+01	1.452567e+02	NPC2;PSAP;APOC1;TREM2
GO_Biological_Process_2023	Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	3/22	1.743100e-04	3.443254e-03	0	0	3.236191e+01	2.800818e+02	FCER1G;CD9;TREM2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	4/57	1.896448e-04	3.687650e-03	0	0	1.560299e+01	1.337232e+02	PYCARD;TYROBP;CLEC7A;MNDA
GO_Biological_Process_2023	Regulation Of Interleukin-4 Production (GO:0032673)	3/23	1.997303e-04	3.687650e-03	0	0	3.074227e+01	2.618793e+02	CD86;FCER1G;HLA-DRB1
GO_Biological_Process_2023	Cholesterol Efflux (GO:0033344)	3/23	1.997303e-04	3.687650e-03	0	0	3.074227e+01	2.618793e+02	NPC2;APOC1;APOE
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Polymerization (GO:0030837)	3/23	1.997303e-04	3.687650e-03	0	0	3.074227e+01	2.618793e+02	GSN;TMSB4X;TMSB10
GO_Biological_Process_2023	Regulation Of Phagocytosis (GO:0050764)	4/58	2.029154e-04	3.687650e-03	0	0	1.531327e+01	1.302045e+02	PYCARD;FCER1G;CLEC7A;TREM2
GO_Biological_Process_2023	Positive Regulation Of Type II Interferon Production (GO:0032729)	4/58	2.029154e-04	3.687650e-03	0	0	1.531327e+01	1.302045e+02	PYCARD;CLEC7A;CD14;HLA-DPA1
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	7/244	2.254394e-04	4.003688e-03	0	0	6.244771e+00	5.244021e+01	PYCARD;LYN;CSF1R;CD74;TREM2;APOE;HLA-DRB1
GO_Biological_Process_2023	Mononuclear Cell Differentiation (GO:1903131)	3/24	2.274364e-04	4.003688e-03	0	0	2.927688e+01	2.455932e+02	LYN;CSF1R;TREM2
GO_Biological_Process_2023	Negative Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002887)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	CX3CR1;SPI1
GO_Biological_Process_2023	Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	LYN;TREM2
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Glycolipid Transport (GO:0046836)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	NPC2;PSAP
GO_Biological_Process_2023	Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002455)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	C1QB;C1QC
GO_Biological_Process_2023	Lipoprotein Metabolic Process (GO:0042157)	2/5	2.450872e-04	4.003688e-03	0	0	1.353537e+02	1.125317e+03	OLR1;APOE
GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	4/61	2.467423e-04	4.003688e-03	0	0	1.450512e+01	1.204964e+02	PYCARD;CD74;CLEC7A;CD14
GO_Biological_Process_2023	Osteoclast Differentiation (GO:0030316)	3/25	2.575145e-04	4.081306e-03	0	0	2.794470e+01	2.309472e+02	CSF1R;TYROBP;TREM2
GO_Biological_Process_2023	Positive Regulation Of Peptidase Activity (GO:0010952)	3/25	2.575145e-04	4.081306e-03	0	0	2.794470e+01	2.309472e+02	GRN;CTSH;CTSS
GO_Biological_Process_2023	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	6/179	2.809144e-04	4.400992e-03	0	0	7.278441e+00	5.951916e+01	PYCARD;CSF1R;CD74;TREM2;APOE;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Myeloid Cell Differentiation (GO:0045637)	3/26	2.900494e-04	4.492469e-03	0	0	2.672837e+01	2.177149e+02	LYN;MEF2C;SPI1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Production (GO:0032732)	4/64	2.969940e-04	4.548346e-03	0	0	1.377778e+01	1.119003e+02	PYCARD;TYROBP;CLEC7A;MNDA
GO_Biological_Process_2023	Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	5/117	3.040444e-04	4.604583e-03	0	0	9.298872e+00	7.530540e+01	CD86;PYCARD;CX3CR1;MEF2C;CD14
GO_Biological_Process_2023	Regulation Of Peptidase Activity (GO:0052547)	3/27	3.251244e-04	4.869720e-03	0	0	2.561340e+01	2.057090e+02	CST3;CTSH;CTSS
GO_Biological_Process_2023	Negative Regulation Of Immune Response (GO:0050777)	4/66	3.343231e-04	4.953070e-03	0	0	1.333199e+01	1.067013e+02	LYN;SPI1;TREM2;HLA-DRB1
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	3/28	3.628214e-04	5.148939e-03	0	0	2.458763e+01	1.947734e+02	TYROBP;TREM2;RAC1
GO_Biological_Process_2023	Regulation Of Microglial Cell Migration (GO:1904139)	2/6	3.664322e-04	5.148939e-03	0	0	1.015102e+02	8.031180e+02	CX3CR1;TREM2
GO_Biological_Process_2023	Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	2/6	3.664322e-04	5.148939e-03	0	0	1.015102e+02	8.031180e+02	TREM2;APOE
GO_Biological_Process_2023	Intracellular Sequestering Of Iron Ion (GO:0006880)	2/6	3.664322e-04	5.148939e-03	0	0	1.015102e+02	8.031180e+02	FTH1;FTL
GO_Biological_Process_2023	Regulation Of T-helper Cell Differentiation (GO:0045622)	2/6	3.664322e-04	5.148939e-03	0	0	1.015102e+02	8.031180e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	5/123	3.829529e-04	5.326172e-03	0	0	8.823372e+00	6.941875e+01	CSF1R;TMSB4X;RAC1;TMSB10;RHOB
GO_Biological_Process_2023	Defense Response To Fungus (GO:0050832)	3/29	4.032210e-04	5.551417e-03	0	0	2.364076e+01	1.847768e+02	CX3CR1;CLEC7A;GAPDH
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	7/272	4.344649e-04	5.921757e-03	0	0	5.576993e+00	4.317371e+01	CSF1R;GRN;CLEC7A;CTSH;AIF1;S100A11;CXCL16
GO_Biological_Process_2023	Regulation Of Tumor Necrosis Factor Production (GO:0032680)	5/127	4.435584e-04	5.965163e-03	0	0	8.532355e+00	6.587560e+01	PYCARD;CX3CR1;TYROBP;CLEC7A;CD14
GO_Biological_Process_2023	Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	3/30	4.464025e-04	5.965163e-03	0	0	2.276403e+01	1.756083e+02	LYN;TYROBP;CLEC7A
GO_Biological_Process_2023	Regulation Of Nitric Oxide Metabolic Process (GO:0080164)	2/7	5.113328e-04	6.574968e-03	0	0	8.120408e+01	6.154043e+02	CX3CR1;RAC1
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	2/7	5.113328e-04	6.574968e-03	0	0	8.120408e+01	6.154043e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247)	2/7	5.113328e-04	6.574968e-03	0	0	8.120408e+01	6.154043e+02	LYN;GRN
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	2/7	5.113328e-04	6.574968e-03	0	0	8.120408e+01	6.154043e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	4/74	5.176958e-04	6.594573e-03	0	0	1.180357e+01	8.930727e+01	CX3CR1;MEF2C;GRN;APOE
GO_Biological_Process_2023	Epithelial Tube Morphogenesis (GO:0060562)	3/33	5.934099e-04	7.489052e-03	0	0	2.048454e+01	1.521924e+02	CSF1R;MEF2C;RHOB
GO_Biological_Process_2023	Regulation Of T Cell Proliferation (GO:0042129)	4/77	6.019463e-04	7.527090e-03	0	0	1.131678e+01	8.391780e+01	CD86;HLA-DMB;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	4/78	6.320695e-04	7.831916e-03	0	0	1.116329e+01	8.223449e+01	PYCARD;TYROBP;CLEC7A;CD14
GO_Biological_Process_2023	Positive Regulation Of Neuron Death (GO:1901216)	3/34	6.484839e-04	7.962916e-03	0	0	1.982275e+01	1.455163e+02	C1QA;GRN;TYROBP
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	9/480	6.757000e-04	7.984773e-03	0	0	4.079723e+00	2.978100e+01	CD74;MEF2C;SPI1;TYROBP;GSN;CLEC7A;CTSH;TREM2;GAPDH
GO_Biological_Process_2023	Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272)	2/8	6.795552e-04	7.984773e-03	0	0	6.766667e+01	4.935655e+02	TYROBP;APOE
GO_Biological_Process_2023	Positive Regulation Of ATP Biosynthetic Process (GO:2001171)	2/8	6.795552e-04	7.984773e-03	0	0	6.766667e+01	4.935655e+02	TMSB4X;TREM2
GO_Biological_Process_2023	Sequestering Of Actin Monomers (GO:0042989)	2/8	6.795552e-04	7.984773e-03	0	0	6.766667e+01	4.935655e+02	TMSB4X;TMSB10
GO_Biological_Process_2023	Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	2/8	6.795552e-04	7.984773e-03	0	0	6.766667e+01	4.935655e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	9/482	6.959617e-04	8.107656e-03	0	0	4.062054e+00	2.953201e+01	CX3CR1;CD74;MEF2C;GRN;ANXA5;CTSH;TREM2;APOE;PTMS
GO_Biological_Process_2023	Macrophage Activation (GO:0042116)	3/35	7.067159e-04	8.163168e-03	0	0	1.920232e+01	1.393106e+02	C1QA;TREM2;AIF1
GO_Biological_Process_2023	Positive Regulation Of Transferase Activity (GO:0051347)	5/143	7.607477e-04	8.713438e-03	0	0	7.536995e+00	5.412473e+01	CSF1R;CD74;TREM2;APOE;HLA-DRB1
GO_Biological_Process_2023	Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	4/83	7.989062e-04	9.074243e-03	0	0	1.045411e+01	7.456153e+01	CD86;PYCARD;SPI1;TMSB4X
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	3/37	8.329374e-04	9.089391e-03	0	0	1.807095e+01	1.281330e+02	MEF2C;APOE;AIF1
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	6/221	8.548740e-04	9.089391e-03	0	0	5.844137e+00	4.128623e+01	CSF1R;GRN;CLEC7A;CTSH;AIF1;CXCL16
GO_Biological_Process_2023	Negative Regulation Of Protein Metabolic Process (GO:0051248)	5/147	8.613420e-04	9.089391e-03	0	0	7.323202e+00	5.167998e+01	CST3;TREM2;APOE;YBX1;GAPDH
GO_Biological_Process_2023	B Cell Homeostasis (GO:0001782)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	LYN;MEF2C
GO_Biological_Process_2023	Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	LYN;TREM2
GO_Biological_Process_2023	Regulation Of Memory T Cell Differentiation (GO:0043380)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of ATP Metabolic Process (GO:1903580)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	TMSB4X;TREM2
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	LYN;MEF2C
GO_Biological_Process_2023	Positive Regulation Of Monocyte Differentiation (GO:0045657)	2/9	8.708672e-04	9.089391e-03	0	0	5.799708e+01	4.086487e+02	CD74;HLA-DRB1
