Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Prostanoid Biosynthetic Process (GO:0046457)	1/14	6.779093e-02	1.368875e-01	0	0	1.545221e+01	4.158696e+01	CD74
GO_Biological_Process_2023	Mammary Gland Epithelium Development (GO:0061180)	1/14	6.779093e-02	1.368875e-01	0	0	1.545221e+01	4.158696e+01	CSF1R
GO_Biological_Process_2023	Regulation Of Bone Remodeling (GO:0046850)	1/14	6.779093e-02	1.368875e-01	0	0	1.545221e+01	4.158696e+01	CSF1R
GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	3/190	6.999854e-02	1.411361e-01	0	0	3.260323e+00	8.670115e+00	FTH1;ATP1B3;FTL
GO_Biological_Process_2023	Protein Transport (GO:0015031)	4/313	7.206512e-02	1.431253e-01	0	0	2.641721e+00	6.948214e+00	CD74;RAB31;APOE;YWHAH
GO_Biological_Process_2023	Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	HERPUD1
GO_Biological_Process_2023	Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	APOE
GO_Biological_Process_2023	DNA Alkylation (GO:0006305)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	FOS
GO_Biological_Process_2023	Negative Regulation Of Immune Effector Process (GO:0002698)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	GRN
GO_Biological_Process_2023	Negative Regulation Of Macrophage Activation (GO:0043031)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	GRN
GO_Biological_Process_2023	Negative Regulation Of Protein Processing (GO:0010955)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	CTSZ
GO_Biological_Process_2023	Regulation Of Lipoprotein Lipase Activity (GO:0051004)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	APOC1
GO_Biological_Process_2023	Phagosome Maturation (GO:0090382)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	RAB31
GO_Biological_Process_2023	Defense Response To Protozoan (GO:0042832)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	CLEC7A
GO_Biological_Process_2023	Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	HERPUD1
GO_Biological_Process_2023	Intracellular Sterol Transport (GO:0032366)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	NPC2
GO_Biological_Process_2023	Negative Regulation Of DNA Replication (GO:0008156)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	S100A11
GO_Biological_Process_2023	Regulation Of Amyloid Fibril Formation (GO:1905906)	1/15	7.245523e-02	1.431253e-01	0	0	1.434776e+01	3.765981e+01	TREM2
GO_Biological_Process_2023	Regulation Of Signal Transduction (GO:0009966)	3/193	7.262090e-02	1.432450e-01	0	0	3.208356e+00	8.413921e+00	CD63;TREM2;KCTD12
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	4/316	7.406098e-02	1.458744e-01	0	0	2.615919e+00	6.808887e+00	CST3;MARCKS;GSN;RAC1
GO_Biological_Process_2023	Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	2/90	7.468195e-02	1.468853e-01	0	0	4.594620e+00	1.192082e+01	CD74;TREM2
GO_Biological_Process_2023	Regulation Of Actin Cytoskeleton Organization (GO:0032956)	2/91	7.611922e-02	1.484215e-01	0	0	4.542765e+00	1.169969e+01	CSF1R;RAC1
GO_Biological_Process_2023	Negative Regulation Of Interleukin-10 Production (GO:0032693)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	TYROBP
GO_Biological_Process_2023	Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	CD74
GO_Biological_Process_2023	Regulation Of Fatty Acid Oxidation (GO:0046320)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	APLP2
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Activation (GO:0032814)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	TYROBP
GO_Biological_Process_2023	Regulation Of Plasminogen Activation (GO:0010755)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	CTSZ
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	MEF2C
GO_Biological_Process_2023	Reverse Cholesterol Transport (GO:0043691)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	APOE
GO_Biological_Process_2023	Synaptic Transmission, Cholinergic (GO:0007271)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	APOE
GO_Biological_Process_2023	Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	CD74
GO_Biological_Process_2023	Innate Immune Response-Activating Signaling Pathway (GO:0002758)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	PYCARD
GO_Biological_Process_2023	Intracellular Cholesterol Transport (GO:0032367)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	NPC2
GO_Biological_Process_2023	Regulation Of B Cell Receptor Signaling Pathway (GO:0050855)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	LYN
GO_Biological_Process_2023	Regulation Of NMDA Receptor Activity (GO:2000310)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	MEF2C
GO_Biological_Process_2023	Negative Regulation Of Amyloid-Beta Formation (GO:1902430)	1/16	7.709643e-02	1.484215e-01	0	0	1.339057e+01	3.431600e+01	APOE
GO_Biological_Process_2023	B Cell Activation (GO:0042113)	2/92	7.756530e-02	1.486941e-01	0	0	4.492063e+00	1.148457e+01	CD86;MEF2C
GO_Biological_Process_2023	Positive Regulation Of Neuron Projection Development (GO:0010976)	2/92	7.756530e-02	1.486941e-01	0	0	4.492063e+00	1.148457e+01	LYN;APOE
GO_Biological_Process_2023	Positive Regulation Of Protein Catabolic Process (GO:0045732)	2/92	7.756530e-02	1.486941e-01	0	0	4.492063e+00	1.148457e+01	TREM2;APOE
GO_Biological_Process_2023	Intracellular Protein Transport (GO:0006886)	4/325	8.021611e-02	1.511222e-01	0	0	2.541407e+00	6.412049e+00	CD74;RAB31;APLP2;YWHAH
GO_Biological_Process_2023	Negative Regulation Of Fibroblast Proliferation (GO:0048147)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	FTH1
GO_Biological_Process_2023	Negative Regulation Of Interleukin-8 Production (GO:0032717)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	TMSB4X
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Activation (GO:0002695)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	GRN
GO_Biological_Process_2023	Regulation Of Establishment Of Cell Polarity (GO:2000114)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	GSN
GO_Biological_Process_2023	Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	SPI1
GO_Biological_Process_2023	T Cell Migration (GO:0072678)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	CXCL16
GO_Biological_Process_2023	Regulation Of Leukocyte Chemotaxis (GO:0002688)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	LYN
GO_Biological_Process_2023	Amyloid Precursor Protein Metabolic Process (GO:0042982)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	APOE
GO_Biological_Process_2023	Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	MEF2C
GO_Biological_Process_2023	Neuron Maturation (GO:0042551)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	C1QA
GO_Biological_Process_2023	Carbohydrate Derivative Transport (GO:1901264)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	NPC2
GO_Biological_Process_2023	Carboxylic Acid Biosynthetic Process (GO:0046394)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	PYCARD
GO_Biological_Process_2023	Regulation Of Viral Transcription (GO:0046782)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	IFITM3
GO_Biological_Process_2023	Response To Acidic pH (GO:0010447)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	CTSS
GO_Biological_Process_2023	Response To Interferon-Alpha (GO:0035455)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	IFITM3
GO_Biological_Process_2023	Retrograde Protein Transport, ER To Cytosol (GO:0030970)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	HERPUD1
GO_Biological_Process_2023	Positive Regulation Of Macrophage Activation (GO:0043032)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	TREM2
GO_Biological_Process_2023	Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	MSR1
GO_Biological_Process_2023	Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	APOE
GO_Biological_Process_2023	Growth Hormone Receptor Signaling Pathway (GO:0060396)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	LYN
GO_Biological_Process_2023	Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	ATP1B3
GO_Biological_Process_2023	Leukocyte Tethering Or Rolling (GO:0050901)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	CX3CR1
GO_Biological_Process_2023	Prostaglandin Biosynthetic Process (GO:0001516)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	CD74
GO_Biological_Process_2023	Regulation Of Brown Fat Cell Differentiation (GO:0090335)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	METRNL
GO_Biological_Process_2023	Negative Regulation Of Cellular Senescence (GO:2000773)	1/17	8.171463e-02	1.511222e-01	0	0	1.255303e+01	3.143934e+01	YBX1
GO_Biological_Process_2023	T Cell Receptor Signaling Pathway (GO:0050852)	2/95	8.195524e-02	1.513618e-01	0	0	4.346500e+00	1.087313e+01	HLA-DRB1;HLA-DPA1
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	3/205	8.354138e-02	1.519880e-01	0	0	3.015923e+00	7.486768e+00	GRN;CTSH;RHOB
GO_Biological_Process_2023	Negative Regulation Of Lipid Catabolic Process (GO:0050995)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	APOC1
GO_Biological_Process_2023	Negative Regulation Of Lipid Storage (GO:0010888)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TREM2
GO_Biological_Process_2023	Actin Filament Capping (GO:0051693)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	GSN
GO_Biological_Process_2023	Regulation Of Lymphocyte Activation (GO:0051249)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CLEC7A
GO_Biological_Process_2023	Regulation Of Lymphocyte Proliferation (GO:0050670)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	LST1
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CD74
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	FCER1G
GO_Biological_Process_2023	Neural Crest Cell Differentiation (GO:0014033)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Nervous System Process (GO:0031644)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TYMP
GO_Biological_Process_2023	Nitric Oxide Mediated Signal Transduction (GO:0007263)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	APOE
GO_Biological_Process_2023	Barbed-End Actin Filament Capping (GO:0051016)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	GSN
GO_Biological_Process_2023	Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TREM2
GO_Biological_Process_2023	Cardiac Muscle Cell Contraction (GO:0086003)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	GSN
GO_Biological_Process_2023	Cell Junction Maintenance (GO:0034331)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CSF1R
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	MEF2C
GO_Biological_Process_2023	Renal Absorption (GO:0070293)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	GSN
GO_Biological_Process_2023	Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CTSS
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CLEC7A
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Protein Localization (GO:1904951)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TREM2
GO_Biological_Process_2023	Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	RAC1
GO_Biological_Process_2023	Excitatory Postsynaptic Potential (GO:0060079)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TYROBP
GO_Biological_Process_2023	Positive Regulation Of Neuroblast Proliferation (GO:0002052)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CX3CR1
GO_Biological_Process_2023	Positive Regulation Of Osteoclast Differentiation (GO:0045672)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	TYROBP
GO_Biological_Process_2023	Icosanoid Biosynthetic Process (GO:0046456)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	PYCARD
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	LYN
GO_Biological_Process_2023	Intracellular Lipid Transport (GO:0032365)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	NPC2
GO_Biological_Process_2023	Intracellular Sodium Ion Homeostasis (GO:0006883)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	ATP1B3
GO_Biological_Process_2023	Lysosomal Lumen Acidification (GO:0007042)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	GRN
GO_Biological_Process_2023	Melanosome Assembly (GO:1903232)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	AP1S2
GO_Biological_Process_2023	Membrane Repolarization (GO:0086009)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	ATP1B3
GO_Biological_Process_2023	Myoblast Fusion (GO:0007520)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	CD9
GO_Biological_Process_2023	Regulation Of Adaptive Immune Response (GO:0002819)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	PYCARD
GO_Biological_Process_2023	Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)	1/18	8.630996e-02	1.519880e-01	0	0	1.181402e+01	2.894211e+01	APOE
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	2/98	8.642019e-02	1.519880e-01	0	0	4.210034e+00	1.030841e+01	YBX1;GAPDH
GO_Biological_Process_2023	MAPK Cascade (GO:0000165)	2/98	8.642019e-02	1.519880e-01	0	0	4.210034e+00	1.030841e+01	MEF2C;CTSH
GO_Biological_Process_2023	Antimicrobial Humoral Response (GO:0019730)	2/100	8.943693e-02	1.565333e-01	0	0	4.123698e+00	9.955522e+00	LYZ;GAPDH
GO_Biological_Process_2023	Protein Complex Oligomerization (GO:0051259)	2/100	8.943693e-02	1.565333e-01	0	0	4.123698e+00	9.955522e+00	PYCARD;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Granulocyte Chemotaxis (GO:0071622)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CSF1R
GO_Biological_Process_2023	Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CD63
GO_Biological_Process_2023	Regulation Of Megakaryocyte Differentiation (GO:0045652)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	MEF2C
GO_Biological_Process_2023	Neuron Apoptotic Process (GO:0051402)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	GAPDH
GO_Biological_Process_2023	Regulation Of Neuroinflammatory Response (GO:0150077)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	TREM2
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Migration (GO:0014910)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	S100A11
GO_Biological_Process_2023	Regulation Of Tissue Remodeling (GO:0034103)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CST3
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CD63
GO_Biological_Process_2023	Positive Regulation Of Activated T Cell Proliferation (GO:0042104)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	PYCARD
GO_Biological_Process_2023	Superoxide Anion Generation (GO:0042554)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CYBB
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	PYCARD
GO_Biological_Process_2023	Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	CX3CR1
GO_Biological_Process_2023	Regulation Of B Cell Differentiation (GO:0045577)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	SPI1
GO_Biological_Process_2023	Regulation Of Behavior (GO:0050795)	1/19	9.088251e-02	1.565333e-01	0	0	1.115713e+01	2.675688e+01	APOE
GO_Biological_Process_2023	Hemopoiesis (GO:0030097)	2/101	9.095699e-02	1.565333e-01	0	0	4.081839e+00	9.785672e+00	LYN;CSF1R
GO_Biological_Process_2023	Regulation Of Protein Secretion (GO:0050708)	2/102	9.248469e-02	1.589617e-01	0	0	4.040816e+00	9.620021e+00	TREM2;APOE
GO_Biological_Process_2023	DNA Methylation (GO:0006306)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	FOS
GO_Biological_Process_2023	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	LYN
GO_Biological_Process_2023	Regulation Of Fibroblast Migration (GO:0010762)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	RAC1
GO_Biological_Process_2023	T Cell Mediated Immunity (GO:0002456)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	CTSH
GO_Biological_Process_2023	Regulation Of Macrophage Chemotaxis (GO:0010758)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	CSF1R
GO_Biological_Process_2023	Regulation Of Protein Localization To Cell Periphery (GO:1904375)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	ACTB
GO_Biological_Process_2023	Cell Projection Organization (GO:0030030)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	GSN
GO_Biological_Process_2023	Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	HERPUD1
GO_Biological_Process_2023	Striated Muscle Cell Differentiation (GO:0051146)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Activation (GO:0002696)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	CLEC7A
GO_Biological_Process_2023	Positive Regulation Of Lipid Storage (GO:0010884)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	MSR1
GO_Biological_Process_2023	Positive Regulation Of Protein Processing (GO:0010954)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	GSN
GO_Biological_Process_2023	Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	LYN
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)	1/20	9.543242e-02	1.611826e-01	0	0	1.056938e+01	2.483103e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Inflammatory Response (GO:0050729)	2/104	9.556255e-02	1.612027e-01	0	0	3.961184e+00	9.300759e+00	PYCARD;GRN
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	2/105	9.711250e-02	1.632113e-01	0	0	3.922528e+00	9.146885e+00	MEF2C;ACTB
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	2/105	9.711250e-02	1.632113e-01	0	0	3.922528e+00	9.146885e+00	PYCARD;SPI1
GO_Biological_Process_2023	Negative Regulation Of MAPK Cascade (GO:0043409)	2/105	9.711250e-02	1.632113e-01	0	0	3.922528e+00	9.146885e+00	LYN;APOE
GO_Biological_Process_2023	Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	2/106	9.866964e-02	1.655470e-01	0	0	3.884615e+00	8.996684e+00	APLP2;AIF1
GO_Biological_Process_2023	Protein Localization (GO:0008104)	4/351	9.936986e-02	1.655470e-01	0	0	2.347863e+00	5.420995e+00	CD74;RAB31;ACTB;YWHAH
GO_Biological_Process_2023	Regulation Of Dendritic Spine Development (GO:0060998)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	LY86
GO_Biological_Process_2023	Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	APOE
GO_Biological_Process_2023	Regulation Of Neurotransmitter Transport (GO:0051588)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	MEF2C
GO_Biological_Process_2023	Peptide Catabolic Process (GO:0043171)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	CTSH
GO_Biological_Process_2023	Regulation Of Steroid Metabolic Process (GO:0019218)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	APOE
GO_Biological_Process_2023	Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	LYN
GO_Biological_Process_2023	Response To Cadmium Ion (GO:0046686)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	FOS
GO_Biological_Process_2023	Positive Regulation Of Vacuole Organization (GO:0044090)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	GRN
GO_Biological_Process_2023	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	1/21	9.995977e-02	1.655470e-01	0	0	1.004040e+01	2.312292e+01	SRGN
GO_Biological_Process_2023	Negative Regulation Of Translation (GO:0017148)	2/107	1.002339e-01	1.657995e-01	0	0	3.847425e+00	8.850035e+00	YBX1;GAPDH
GO_Biological_Process_2023	Response To Tumor Necrosis Factor (GO:0034612)	2/108	1.018051e-01	1.677876e-01	0	0	3.810936e+00	8.706827e+00	PYCARD;CXCL16
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	2/108	1.018051e-01	1.677876e-01	0	0	3.810936e+00	8.706827e+00	CLEC7A;APLP2
GO_Biological_Process_2023	Lipid Transport (GO:0006869)	2/108	1.018051e-01	1.677876e-01	0	0	3.810936e+00	8.706827e+00	NPC2;APOE
GO_Biological_Process_2023	Negative Regulation Of Developmental Process (GO:0051093)	2/109	1.033831e-01	1.699774e-01	0	0	3.775129e+00	8.566950e+00	CST3;SPI1
GO_Biological_Process_2023	Cell-Matrix Adhesion (GO:0007160)	2/109	1.033831e-01	1.699774e-01	0	0	3.775129e+00	8.566950e+00	CD63;RAC1
GO_Biological_Process_2023	Cellular Response To Cadmium Ion (GO:0071276)	1/22	1.044647e-01	1.707259e-01	0	0	9.561809e+00	2.159923e+01	FOS
GO_Biological_Process_2023	Cellular Response To Interferon-Beta (GO:0035458)	1/22	1.044647e-01	1.707259e-01	0	0	9.561809e+00	2.159923e+01	MNDA
GO_Biological_Process_2023	Platelet Dense Granule Organization (GO:0060155)	1/22	1.044647e-01	1.707259e-01	0	0	9.561809e+00	2.159923e+01	AP1S2
GO_Biological_Process_2023	Positive Regulation Of Phosphatase Activity (GO:0010922)	1/22	1.044647e-01	1.707259e-01	0	0	9.561809e+00	2.159923e+01	MEF2C
